"Instante lectura","Chuvia","Humidade do solo","Humidade relativa media a 1.5m","Temperatura media a 1.5m","Velocidade do vento a 10m"
"2017-09-26 00:10:00.0","0.0","0.026","97.0","10.41","0.3"
"2017-09-26 00:20:00.0","0.0","0.026","97.0","10.36","1.0"
"2017-09-26 00:30:00.0","0.0","0.026","97.0","10.49","2.3"
"2017-09-26 00:40:00.0","0.0","0.026","97.0","10.65","2.0"
"2017-09-26 00:50:00.0","0.0","0.026","97.0","10.24","0.0"
"2017-09-26 01:00:00.0","0.0","0.026","97.0","10.0","0.2"
"2017-09-26 01:10:00.0","0.0","0.026","97.0","9.87","0.5"
"2017-09-26 01:20:00.0","0.0","0.026","97.0","9.67","0.4"
"2017-09-26 01:30:00.0","0.0","0.026","97.0","9.46","0.0"
"2017-09-26 01:40:00.0","0.0","0.026","97.0","9.3","0.0"
"2017-09-26 01:50:00.0","0.0","0.026","97.0","9.15","0.0"
"2017-09-26 02:00:00.0","0.0","0.026","97.0","8.96","0.1"
"2017-09-26 02:10:00.0","0.0","0.026","97.0","8.94","0.0"
"2017-09-26 02:20:00.0","0.0","0.026","98.0","9.12","0.7"
"2017-09-26 02:30:00.0","0.0","0.026","98.0","9.47","0.8"
"2017-09-26 02:40:00.0","0.0","0.026","98.0","9.91","0.0"
"2017-09-26 02:50:00.0","0.0","0.026","98.0","10.15","0.0"
"2017-09-26 03:00:00.0","0.0","0.026","98.0","10.25","0.4"
"2017-09-26 03:10:00.0","0.0","0.026","98.0","10.43","1.0"
"2017-09-26 03:20:00.0","0.0","0.026","98.0","10.64","1.8"
"2017-09-26 03:30:00.0","0.0","0.026","98.0","10.88","0.8"
"2017-09-26 03:40:00.0","0.0","0.026","98.0","11.06","0.0"
"2017-09-26 03:50:00.0","0.0","0.026","98.0","11.26","0.0"
"2017-09-26 04:00:00.0","0.0","0.026","98.0","11.31","1.5"
"2017-09-26 04:10:00.0","0.0","0.026","98.0","11.38","1.8"
"2017-09-26 04:20:00.0","0.0","0.026","98.0","11.34","3.3"
"2017-09-26 04:30:00.0","0.2","0.026","98.0","11.15","0.9"
"2017-09-26 04:40:00.0","0.0","0.026","98.0","11.21","0.1"
"2017-09-26 04:50:00.0","0.0","0.026","98.0","11.29","0.3"
"2017-09-26 05:00:00.0","0.0","0.026","98.0","11.26","3.3"
"2017-09-26 05:10:00.0","0.0","0.026","98.0","11.18","2.4"
"2017-09-26 05:20:00.0","0.0","0.026","98.0","11.19","2.6"
"2017-09-26 05:30:00.0","0.0","0.026","98.0","11.21","2.5"
"2017-09-26 05:40:00.0","0.0","0.026","98.0","11.18","3.2"
"2017-09-26 05:50:00.0","0.0","0.026","98.0","11.08","3.2"
"2017-09-26 06:00:00.0","0.0","0.026","98.0","11.08","1.3"
"2017-09-26 06:10:00.0","0.0","0.026","98.0","11.19","0.1"
"2017-09-26 06:20:00.0","0.0","0.026","98.0","11.27","2.4"
"2017-09-26 06:30:00.0","0.0","0.026","98.0","11.13","3.0"
"2017-09-26 06:40:00.0","0.0","0.026","98.0","10.93","3.0"
"2017-09-26 06:50:00.0","0.0","0.026","98.0","10.79","2.4"
"2017-09-26 07:00:00.0","0.0","0.026","98.0","10.95","2.3"
"2017-09-26 07:10:00.0","0.0","0.026","98.0","11.1","1.9"
"2017-09-26 07:20:00.0","0.0","0.026","98.0","11.15","2.3"
"2017-09-26 07:30:00.0","0.0","0.026","98.0","11.19","2.8"
"2017-09-26 07:40:00.0","0.0","0.026","98.0","11.22","2.6"
"2017-09-26 07:50:00.0","0.0","0.026","98.0","11.29","2.8"
"2017-09-26 08:00:00.0","0.0","0.026","98.0","11.57","1.5"
"2017-09-26 08:10:00.0","0.0","0.026","98.0","11.59","3.5"
"2017-09-26 08:20:00.0","0.0","0.026","98.0","11.79","2.6"
"2017-09-26 08:30:00.0","0.0","0.026","98.0","11.92","1.8"
"2017-09-26 08:40:00.0","0.0","0.026","98.0","11.96","0.8"
"2017-09-26 08:50:00.0","0.0","0.026","98.0","12.1","1.8"
"2017-09-26 09:00:00.0","0.0","0.026","98.0","12.17","1.2"
"2017-09-26 09:10:00.0","0.0","0.026","98.0","12.4","1.6"
"2017-09-26 09:20:00.0","0.0","0.026","98.0","12.47","1.5"
"2017-09-26 09:30:00.0","0.0","0.026","98.0","12.39","0.7"
"2017-09-26 09:40:00.0","0.0","0.026","98.0","12.66","2.3"
"2017-09-26 09:50:00.0","0.0","0.026","98.0","12.8","3.2"
"2017-09-26 10:00:00.0","0.0","0.025","98.0","12.93","3.7"
"2017-09-26 10:10:00.0","0.0","0.025","98.0","13.16","2.3"
"2017-09-26 10:20:00.0","0.0","0.025","98.0","13.37","4.8"
"2017-09-26 10:30:00.0","0.0","0.025","98.0","13.58","3.3"
"2017-09-26 10:40:00.0","0.0","0.025","98.0","13.78","3.0"
"2017-09-26 10:50:00.0","0.0","0.025","96.0","14.28","3.0"
"2017-09-26 11:00:00.0","0.0","0.025","90.0","15.53","2.9"
"2017-09-26 11:10:00.0","0.0","0.025","82.0","16.5","2.2"
"2017-09-26 11:20:00.0","0.0","0.025","75.0","18.09","2.0"
"2017-09-26 11:30:00.0","0.0","0.025","70.0","19.51","2.5"
"2017-09-26 11:40:00.0","0.0","0.025","67.0","20.25","3.6"
"2017-09-26 11:50:00.0","0.0","0.025","65.0","20.57","2.3"
"2017-09-26 12:00:00.0","0.0","0.025","63.0","21.02","2.7"
"2017-09-26 12:10:00.0","0.0","0.025","61.0","21.5","1.8"
"2017-09-26 12:20:00.0","0.0","0.025","59.0","22.22","3.0"
"2017-09-26 12:30:00.0","0.0","0.025","60.0","22.15","2.9"
"2017-09-26 12:40:00.0","0.0","0.026","56.0","23.46","2.4"
"2017-09-26 12:50:00.0","0.0","0.026","54.0","23.84","5.2"
"2017-09-26 13:00:00.0","0.0","0.026","53.0","23.66","3.0"
"2017-09-26 13:10:00.0","0.0","0.026","52.0","23.71","2.2"
"2017-09-26 13:20:00.0","0.0","0.026","50.0","24.19","3.3"
"2017-09-26 13:30:00.0","0.0","0.026","48.0","24.9","3.3"
"2017-09-26 13:40:00.0","0.0","0.026","45.0","25.37","2.1"
"2017-09-26 13:50:00.0","0.0","0.026","42.0","25.79","3.2"
"2017-09-26 14:00:00.0","0.0","0.026","40.0","25.92","3.0"
"2017-09-26 14:10:00.0","0.0","0.026","39.0","25.79","6.2"
"2017-09-26 14:20:00.0","0.0","0.026","46.0","25.57","9.4"
"2017-09-26 14:30:00.0","0.0","0.026","47.0","25.35","8.9"
"2017-09-26 14:40:00.0","0.0","0.026","48.0","25.13","12.3"
"2017-09-26 14:50:00.0","0.0","0.026","53.0","24.33","11.6"
"2017-09-26 15:00:00.0","0.0","0.026","53.0","23.93","12.5"
"2017-09-26 15:10:00.0","0.0","0.026","53.0","23.7","11.6"
"2017-09-26 15:20:00.0","0.0","0.026","53.0","23.7","11.4"
"2017-09-26 15:30:00.0","0.0","0.026","54.0","23.55","12.4"
"2017-09-26 15:40:00.0","0.0","0.026","53.0","23.62","12.1"
"2017-09-26 15:50:00.0","0.0","0.026","53.0","23.41","12.7"
"2017-09-26 16:00:00.0","0.0","0.026","53.0","23.34","13.0"
"2017-09-26 16:10:00.0","0.0","0.026","54.0","23.29","10.4"
"2017-09-26 16:20:00.0","0.0","0.026","53.0","23.29","11.6"
"2017-09-26 16:30:00.0","0.0","0.026","53.0","23.23","10.4"
"2017-09-26 16:40:00.0","0.0","0.026","53.0","23.29","9.4"
"2017-09-26 16:50:00.0","0.0","0.026","52.0","23.31","9.8"
"2017-09-26 17:00:00.0","0.0","0.026","52.0","23.3","9.3"
"2017-09-26 17:10:00.0","0.0","0.026","51.0","23.02","9.0"
"2017-09-26 17:20:00.0","0.0","0.026","50.0","22.78","7.4"
"2017-09-26 17:30:00.0","0.0","0.026","51.0","22.59","6.7"
"2017-09-26 17:40:00.0","0.0","0.027","51.0","22.49","5.8"
"2017-09-26 17:50:00.0","0.0","0.027","51.0","21.98","5.2"
"2017-09-26 18:00:00.0","0.0","0.027","54.0","21.54","3.5"
"2017-09-26 18:10:00.0","0.0","0.027","60.0","20.36","4.0"
"2017-09-26 18:20:00.0","0.0","0.027","65.0","19.25","3.8"
"2017-09-26 18:30:00.0","0.0","0.027","67.0","18.52","3.5"
"2017-09-26 18:40:00.0","0.0","0.027","70.0","17.81","2.7"
"2017-09-26 18:50:00.0","0.0","0.027","72.0","17.02","1.0"
"2017-09-26 19:00:00.0","0.0","0.027","76.0","16.27","1.7"
"2017-09-26 19:10:00.0","0.0","0.027","79.0","15.66","1.3"
"2017-09-26 19:20:00.0","0.0","0.027","82.0","15.22","2.2"
"2017-09-26 19:30:00.0","0.0","0.027","83.0","15.07","4.0"
"2017-09-26 19:40:00.0","0.0","0.027","83.0","14.74","2.2"
"2017-09-26 19:50:00.0","0.0","0.027","85.0","14.47","1.4"
"2017-09-26 20:00:00.0","0.0","0.027","85.0","14.38","2.5"
"2017-09-26 20:10:00.0","0.0","0.027","86.0","14.19","2.3"
"2017-09-26 20:20:00.0","0.0","0.027","86.0","13.91","0.8"
"2017-09-26 20:30:00.0","0.0","0.027","88.0","13.51","1.8"
"2017-09-26 20:40:00.0","0.0","0.027","88.0","13.18","0.5"
"2017-09-26 20:50:00.0","0.0","0.027","90.0","13.02","2.3"
"2017-09-26 21:00:00.0","0.0","0.026","90.0","12.88","4.0"
"2017-09-26 21:10:00.0","0.0","0.026","90.0","12.69","0.9"
"2017-09-26 21:20:00.0","0.0","0.026","90.0","12.35","0.5"
"2017-09-26 21:30:00.0","0.0","0.026","92.0","12.36","2.8"
"2017-09-26 21:40:00.0","0.0","0.026","91.0","12.27","1.9"
"2017-09-26 21:50:00.0","0.0","0.026","91.0","12.13","0.9"
"2017-09-26 22:00:00.0","0.0","0.026","92.0","11.79","1.3"
"2017-09-26 22:10:00.0","0.0","0.026","92.0","11.5","0.2"
"2017-09-26 22:20:00.0","0.0","0.026","93.0","11.3","0.3"
"2017-09-26 22:30:00.0","0.0","0.026","94.0","11.17","0.0"
"2017-09-26 22:40:00.0","0.0","0.026","94.0","11.27","1.7"
"2017-09-26 22:50:00.0","0.0","0.026","94.0","11.04","0.6"
"2017-09-26 23:00:00.0","0.0","0.026","95.0","11.07","1.0"
"2017-09-26 23:10:00.0","0.0","0.026","95.0","10.81","0.2"
"2017-09-26 23:20:00.0","0.0","0.026","95.0","10.72","0.9"
"2017-09-26 23:30:00.0","0.0","0.026","95.0","10.59","0.2"
"2017-09-26 23:40:00.0","0.0","0.026","95.0","10.44","0.0"
"2017-09-26 23:50:00.0","0.0","0.026","95.0","10.35","0.0"
"2017-09-27 00:00:00.0","0.0","0.026","96.0","10.24","2.2"
"2017-09-27 00:10:00.0","0.0","0.026","96.0","10.27","1.2"
"2017-09-27 00:20:00.0","0.0","0.026","96.0","10.39","1.3"
"2017-09-27 00:30:00.0","0.0","0.026","96.0","10.27","0.8"
"2017-09-27 00:40:00.0","0.0","0.026","96.0","10.09","0.3"
"2017-09-27 00:50:00.0","0.0","0.026","96.0","10.02","1.5"
"2017-09-27 01:00:00.0","0.0","0.026","96.0","9.87","4.2"
"2017-09-27 01:10:00.0","0.0","0.026","96.0","9.82","3.6"
"2017-09-27 01:20:00.0","0.0","0.026","97.0","10.17","1.6"
"2017-09-27 01:30:00.0","0.0","0.026","97.0","10.21","1.7"
"2017-09-27 01:40:00.0","0.0","0.026","97.0","10.18","2.6"
"2017-09-27 01:50:00.0","0.0","0.026","96.0","9.98","2.7"
"2017-09-27 02:00:00.0","0.0","0.026","96.0","9.76","0.3"
"2017-09-27 02:10:00.0","0.0","0.026","97.0","9.76","0.3"
"2017-09-27 02:20:00.0","0.0","0.026","97.0","9.7","1.0"
"2017-09-27 02:30:00.0","0.0","0.026","97.0","9.72","0.3"
"2017-09-27 02:40:00.0","0.0","0.026","97.0","9.42","0.5"
"2017-09-27 02:50:00.0","0.0","0.026","97.0","9.26","0.0"
"2017-09-27 03:00:00.0","0.0","0.026","97.0","9.21","0.3"
"2017-09-27 03:10:00.0","0.0","0.026","97.0","9.09","2.5"
"2017-09-27 03:20:00.0","0.0","0.026","97.0","9.26","2.0"
"2017-09-27 03:30:00.0","0.0","0.026","97.0","9.78","1.4"
"2017-09-27 03:40:00.0","0.0","0.026","98.0","10.21","0.3"
"2017-09-27 03:50:00.0","0.0","0.026","98.0","10.48","0.9"
"2017-09-27 04:00:00.0","0.0","0.026","97.0","10.62","2.4"
"2017-09-27 04:10:00.0","0.0","0.026","97.0","10.58","1.8"
"2017-09-27 04:20:00.0","0.0","0.026","97.0","10.73","0.4"
"2017-09-27 04:30:00.0","0.0","0.026","97.0","10.87","0.0"
"2017-09-27 04:40:00.0","0.0","0.026","97.0","11.0","1.0"
"2017-09-27 04:50:00.0","0.0","0.026","97.0","11.12","0.8"
"2017-09-27 05:00:00.0","0.0","0.026","97.0","11.23","1.9"
"2017-09-27 05:10:00.0","0.0","0.026","97.0","11.25","0.5"
"2017-09-27 05:20:00.0","0.0","0.026","97.0","11.31","0.0"
"2017-09-27 05:30:00.0","0.0","0.026","96.0","11.42","0.0"
"2017-09-27 05:40:00.0","0.0","0.026","96.0","11.55","0.3"
"2017-09-27 05:50:00.0","0.0","0.026","96.0","11.51","1.6"
"2017-09-27 06:00:00.0","0.0","0.026","95.0","11.54","0.6"
"2017-09-27 06:10:00.0","0.0","0.026","95.0","11.63","0.5"
"2017-09-27 06:20:00.0","0.0","0.026","95.0","11.73","2.4"
"2017-09-27 06:30:00.0","0.0","0.026","95.0","11.82","3.0"
"2017-09-27 06:40:00.0","0.0","0.026","94.0","11.86","2.3"
"2017-09-27 06:50:00.0","0.0","0.026","94.0","11.98","0.3"
"2017-09-27 07:00:00.0","0.0","0.026","93.0","12.12","0.0"
"2017-09-27 07:10:00.0","0.0","0.026","93.0","12.36","1.3"
"2017-09-27 07:20:00.0","0.0","0.026","91.0","12.54","2.6"
"2017-09-27 07:30:00.0","0.0","0.026","89.0","12.64","3.9"
"2017-09-27 07:40:00.0","0.0","0.026","88.0","12.83","2.6"
"2017-09-27 07:50:00.0","0.0","0.026","88.0","13.04","2.7"
"2017-09-27 08:00:00.0","0.0","0.026","86.0","13.28","1.1"
"2017-09-27 08:10:00.0","0.0","0.026","85.0","13.69","1.8"
"2017-09-27 08:20:00.0","0.0","0.026","83.0","14.07","0.1"
"2017-09-27 08:30:00.0","0.0","0.026","81.0","14.48","0.0"
"2017-09-27 08:40:00.0","0.0","0.025","78.0","15.03","1.1"
"2017-09-27 08:50:00.0","0.0","0.025","76.0","16.01","1.9"
"2017-09-27 09:00:00.0","0.0","0.025","69.0","17.49","2.9"
"2017-09-27 09:10:00.0","0.0","0.025","67.0","18.29","3.5"
"2017-09-27 09:20:00.0","0.0","0.025","69.0","17.69","3.1"
"2017-09-27 09:30:00.0","0.0","0.025","69.0","17.79","2.8"
"2017-09-27 09:40:00.0","0.0","0.025","67.0","18.63","2.7"
"2017-09-27 09:50:00.0","0.0","0.026","63.0","19.59","2.8"
"2017-09-27 10:00:00.0","0.0","0.026","62.0","20.2","3.3"
"2017-09-27 10:10:00.0","0.0","0.026","61.0","20.53","2.7"
"2017-09-27 10:20:00.0","0.0","0.026","59.0","21.19","3.7"
"2017-09-27 10:30:00.0","0.0","0.026","58.0","21.95","3.1"
"2017-09-27 10:40:00.0","0.0","0.026","56.0","22.51","4.1"
"2017-09-27 10:50:00.0","0.0","0.026","53.0","23.5","3.2"
"2017-09-27 11:00:00.0","0.0","0.026","55.0","23.19","3.6"
"2017-09-27 11:10:00.0","0.0","0.026","54.0","23.83","4.1"
"2017-09-27 11:20:00.0","0.0","0.026","53.0","24.21","3.9"
"2017-09-27 11:30:00.0","0.0","0.026","52.0","24.61","4.2"
"2017-09-27 11:40:00.0","0.0","0.026","52.0","25.21","3.6"
"2017-09-27 11:50:00.0","0.0","0.026","51.0","25.84","3.9"
"2017-09-27 12:00:00.0","0.0","0.026","51.0","26.14","4.9"
"2017-09-27 12:10:00.0","0.0","0.026","52.0","26.05","6.5"
"2017-09-27 12:20:00.0","0.0","0.026","52.0","26.67","7.2"
"2017-09-27 12:30:00.0","0.0","0.026","51.0","27.02","11.0"
"2017-09-27 12:40:00.0","0.0","0.026","53.0","26.43","7.2"
"2017-09-27 12:50:00.0","0.0","0.026","53.0","26.65","5.7"
"2017-09-27 13:00:00.0","0.0","0.026","51.0","27.31","8.8"
"2017-09-27 13:10:00.0","0.0","0.026","50.0","27.25","7.1"
"2017-09-27 13:20:00.0","0.0","0.026","49.0","27.63","5.3"
"2017-09-27 13:30:00.0","0.0","0.026","50.0","27.1","6.3"
"2017-09-27 13:40:00.0","0.0","0.026","52.0","26.92","8.0"
"2017-09-27 13:50:00.0","0.0","0.026","55.0","26.16","9.8"
"2017-09-27 14:00:00.0","0.0","0.026","57.0","25.95","6.2"
"2017-09-27 14:10:00.0","0.0","0.026","57.0","26.04","6.8"
"2017-09-27 14:20:00.0","0.0","0.026","58.0","25.58","8.4"
"2017-09-27 14:30:00.0","0.0","0.026","60.0","25.36","7.3"
"2017-09-27 14:40:00.0","0.0","0.026","59.0","25.7","6.8"
"2017-09-27 14:50:00.0","0.0","0.026","56.0","26.4","8.2"
"2017-09-27 15:00:00.0","0.0","0.026","55.0","26.71","8.6"
"2017-09-27 15:10:00.0","0.0","0.026","56.0","26.52","9.7"
"2017-09-27 15:20:00.0","0.0","0.026","57.0","26.01","12.1"
"2017-09-27 15:30:00.0","0.0","0.026","60.0","24.83","11.5"
"2017-09-27 15:40:00.0","0.0","0.026","61.0","24.6","8.0"
"2017-09-27 15:50:00.0","0.0","0.026","58.0","25.62","8.3"
"2017-09-27 16:00:00.0","0.0","0.026","58.0","25.38","11.2"
"2017-09-27 16:10:00.0","0.0","0.026","61.0","24.63","10.3"
"2017-09-27 16:20:00.0","0.0","0.026","63.0","24.35","10.0"
"2017-09-27 16:30:00.0","0.0","0.026","65.0","23.71","11.7"
"2017-09-27 16:40:00.0","0.0","0.026","67.0","23.26","9.3"
"2017-09-27 16:50:00.0","0.0","0.026","69.0","22.88","6.0"
"2017-09-27 17:00:00.0","0.0","0.026","69.0","22.68","4.6"
"2017-09-27 17:10:00.0","0.0","0.027","71.0","22.36","5.0"
"2017-09-27 17:20:00.0","0.0","0.027","70.0","22.62","8.4"
"2017-09-27 17:30:00.0","0.0","0.027","71.0","22.24","6.8"
"2017-09-27 17:40:00.0","0.0","0.027","71.0","22.17","3.5"
"2017-09-27 17:50:00.0","0.0","0.027","71.0","22.05","3.1"
"2017-09-27 18:00:00.0","0.0","0.027","71.0","21.79","1.7"
"2017-09-27 18:10:00.0","0.0","0.027","73.0","21.39","2.2"
"2017-09-27 18:20:00.0","0.0","0.027","76.0","20.79","2.6"
"2017-09-27 18:30:00.0","0.0","0.027","78.0","20.25","2.4"
"2017-09-27 18:40:00.0","0.0","0.027","80.0","19.89","3.3"
"2017-09-27 18:50:00.0","0.0","0.027","81.0","19.54","2.0"
"2017-09-27 19:00:00.0","0.0","0.027","84.0","19.1","2.6"
"2017-09-27 19:10:00.0","0.0","0.027","84.0","18.75","1.9"
"2017-09-27 19:20:00.0","0.0","0.027","87.0","18.3","3.4"
"2017-09-27 19:30:00.0","0.0","0.027","88.0","17.98","2.4"
"2017-09-27 19:40:00.0","0.0","0.027","89.0","17.49","2.7"
"2017-09-27 19:50:00.0","0.0","0.027","91.0","17.24","1.3"
"2017-09-27 20:00:00.0","0.0","0.027","92.0","17.2","1.1"
"2017-09-27 20:10:00.0","0.0","0.027","91.0","16.92","0.0"
"2017-09-27 20:20:00.0","0.0","0.027","92.0","16.52","0.5"
"2017-09-27 20:30:00.0","0.0","0.027","94.0","16.62","2.2"
"2017-09-27 20:40:00.0","0.0","0.027","94.0","16.6","2.3"
"2017-09-27 20:50:00.0","0.0","0.027","94.0","16.35","0.7"
"2017-09-27 21:00:00.0","0.0","0.027","93.0","15.88","0.0"
"2017-09-27 21:10:00.0","0.0","0.027","94.0","15.51","0.0"
"2017-09-27 21:20:00.0","0.0","0.027","94.0","15.45","0.0"
"2017-09-27 21:30:00.0","0.0","0.027","95.0","15.2","0.0"
"2017-09-27 21:40:00.0","0.0","0.027","96.0","15.41","1.2"
"2017-09-27 21:50:00.0","0.0","0.027","96.0","15.36","1.7"
"2017-09-27 22:00:00.0","0.0","0.027","96.0","15.15","2.1"
"2017-09-27 22:10:00.0","0.0","0.027","96.0","15.11","0.5"
"2017-09-27 22:20:00.0","0.0","0.027","96.0","14.85","1.8"
"2017-09-27 22:30:00.0","0.0","0.027","96.0","14.63","0.7"
"2017-09-27 22:40:00.0","0.0","0.027","96.0","14.61","1.2"
"2017-09-27 22:50:00.0","0.0","0.027","96.0","14.47","0.3"
"2017-09-27 23:00:00.0","0.0","0.027","96.0","14.08","0.0"
"2017-09-27 23:10:00.0","0.0","0.027","96.0","14.04","0.0"
"2017-09-27 23:20:00.0","0.0","0.027","96.0","13.9","0.1"
"2017-09-27 23:30:00.0","0.0","0.027","97.0","13.96","0.8"
"2017-09-27 23:40:00.0","0.0","0.027","97.0","13.93","0.8"
"2017-09-27 23:50:00.0","0.0","0.027","97.0","13.75","0.5"
"2017-09-28 00:00:00.0","0.0","0.027","97.0","13.4","0.3"
"2017-09-28 00:10:00.0","0.0","0.027","97.0","13.68","2.0"
"2017-09-28 00:20:00.0","0.0","0.027","97.0","13.75","0.5"
"2017-09-28 00:30:00.0","0.0","0.027","97.0","13.3","0.0"
"2017-09-28 00:40:00.0","0.0","0.027","97.0","13.12","0.0"
"2017-09-28 00:50:00.0","0.0","0.027","97.0","12.97","0.1"
"2017-09-28 01:00:00.0","0.0","0.027","97.0","13.01","0.1"
"2017-09-28 01:10:00.0","0.0","0.027","97.0","12.77","0.0"
"2017-09-28 01:20:00.0","0.0","0.027","97.0","12.99","0.3"
"2017-09-28 01:30:00.0","0.0","0.027","97.0","12.92","0.0"
"2017-09-28 01:40:00.0","0.0","0.027","97.0","12.54","1.0"
"2017-09-28 01:50:00.0","0.0","0.027","97.0","12.6","0.8"
"2017-09-28 02:00:00.0","0.0","0.027","97.0","12.37","1.7"
"2017-09-28 02:10:00.0","0.0","0.027","98.0","12.58","1.6"
"2017-09-28 02:20:00.0","0.0","0.027","97.0","12.28","0.0"
"2017-09-28 02:30:00.0","0.0","0.027","97.0","12.07","0.0"
"2017-09-28 02:40:00.0","0.0","0.027","98.0","12.14","0.4"
"2017-09-28 02:50:00.0","0.0","0.027","98.0","12.21","0.2"
"2017-09-28 03:00:00.0","0.0","0.027","98.0","12.36","0.7"
"2017-09-28 03:10:00.0","0.0","0.027","98.0","12.48","1.0"
"2017-09-28 03:20:00.0","0.0","0.027","98.0","12.27","2.2"
"2017-09-28 03:30:00.0","0.0","0.027","98.0","12.28","2.2"
"2017-09-28 03:40:00.0","0.0","0.027","98.0","12.36","1.0"
"2017-09-28 03:50:00.0","0.0","0.027","98.0","12.65","0.1"
"2017-09-28 04:00:00.0","0.0","0.027","98.0","13.08","0.5"
"2017-09-28 04:10:00.0","0.0","0.027","98.0","13.24","0.0"
"2017-09-28 04:20:00.0","0.0","0.027","98.0","13.08","0.1"
"2017-09-28 04:30:00.0","0.0","0.027","98.0","13.25","0.0"
"2017-09-28 04:40:00.0","0.0","0.027","98.0","13.39","0.0"
"2017-09-28 04:50:00.0","0.0","0.027","98.0","13.45","0.0"
"2017-09-28 05:00:00.0","0.0","0.027","98.0","13.53","0.6"
"2017-09-28 05:10:00.0","0.0","0.026","98.0","13.61","0.1"
"2017-09-28 05:20:00.0","0.0","0.026","98.0","13.64","0.4"
"2017-09-28 05:30:00.0","0.0","0.027","98.0","13.69","1.3"
"2017-09-28 05:40:00.0","0.0","0.027","98.0","13.61","2.1"
"2017-09-28 05:50:00.0","0.0","0.027","98.0","13.66","0.5"
"2017-09-28 06:00:00.0","0.0","0.027","98.0","13.75","0.0"
"2017-09-28 06:10:00.0","0.0","0.027","98.0","13.78","0.5"
"2017-09-28 06:20:00.0","0.0","0.027","98.0","13.78","0.0"
"2017-09-28 06:30:00.0","0.0","0.027","98.0","13.79","0.1"
"2017-09-28 06:40:00.0","0.0","0.027","98.0","13.89","0.7"
"2017-09-28 06:50:00.0","0.0","0.027","98.0","13.99","1.8"
"2017-09-28 07:00:00.0","0.0","0.027","98.0","13.96","1.4"
"2017-09-28 07:10:00.0","0.0","0.027","98.0","13.97","1.0"
"2017-09-28 07:20:00.0","0.0","0.027","98.0","14.0","0.8"
"2017-09-28 07:30:00.0","0.0","0.027","98.0","14.17","0.1"
"2017-09-28 07:40:00.0","0.0","0.027","98.0","14.43","0.8"
"2017-09-28 07:50:00.0","0.0","0.027","98.0","14.53","0.4"
"2017-09-28 08:00:00.0","0.0","0.027","98.0","14.78","0.4"
"2017-09-28 08:10:00.0","0.0","0.027","98.0","14.93","0.3"
"2017-09-28 08:20:00.0","0.0","0.027","98.0","15.12","0.6"
"2017-09-28 08:30:00.0","0.0","0.027","98.0","15.19","0.8"
"2017-09-28 08:40:00.0","0.0","0.027","98.0","15.37","1.2"
"2017-09-28 08:50:00.0","0.0","0.027","98.0","15.51","0.9"
"2017-09-28 09:00:00.0","0.0","0.027","98.0","16.01","0.9"
"2017-09-28 09:10:00.0","0.0","0.027","97.0","16.26","0.6"
"2017-09-28 09:20:00.0","0.0","0.027","96.0","16.6","1.3"
"2017-09-28 09:30:00.0","0.0","0.027","94.0","16.73","3.4"
"2017-09-28 09:40:00.0","0.0","0.027","92.0","17.0","1.4"
"2017-09-28 09:50:00.0","0.0","0.027","88.0","18.09","2.4"
"2017-09-28 10:00:00.0","0.0","0.027","82.0","19.06","3.6"
"2017-09-28 10:10:00.0","0.0","0.027","80.0","19.71","2.3"
"2017-09-28 10:20:00.0","0.0","0.027","76.0","20.49","1.3"
"2017-09-28 10:30:00.0","0.0","0.027","75.0","20.88","3.5"
"2017-09-28 10:40:00.0","0.0","0.027","71.0","21.68","2.6"
"2017-09-28 10:50:00.0","0.0","0.027","68.0","22.62","2.8"
"2017-09-28 11:00:00.0","0.0","0.027","67.0","22.95","4.1"
"2017-09-28 11:10:00.0","0.0","0.026","64.0","23.97","3.6"
"2017-09-28 11:20:00.0","0.0","0.026","62.0","24.47","5.2"
"2017-09-28 11:30:00.0","0.0","0.026","63.0","24.31","3.2"
"2017-09-28 11:40:00.0","0.0","0.026","60.0","25.09","3.1"
"2017-09-28 11:50:00.0","0.0","0.026","59.0","25.07","3.6"
"2017-09-28 12:00:00.0","0.0","0.026","59.0","25.39","3.2"
"2017-09-28 12:10:00.0","0.0","0.026","55.0","26.47","5.2"
"2017-09-28 12:20:00.0","0.0","0.026","52.0","26.58","9.0"
"2017-09-28 12:30:00.0","0.0","0.026","51.0","26.51","6.9"
"2017-09-28 12:40:00.0","0.0","0.026","50.0","26.74","6.7"
"2017-09-28 12:50:00.0","0.0","0.026","50.0","27.0","7.8"
"2017-09-28 13:00:00.0","0.0","0.026","49.0","27.08","8.7"
"2017-09-28 13:10:00.0","0.0","0.026","47.0","27.29","8.0"
"2017-09-28 13:20:00.0","0.0","0.026","46.0","27.58","8.2"
"2017-09-28 13:30:00.0","0.0","0.027","46.0","27.79","9.4"
"2017-09-28 13:40:00.0","0.0","0.027","45.0","28.09","7.8"
"2017-09-28 13:50:00.0","0.0","0.026","44.0","28.34","8.2"
"2017-09-28 14:00:00.0","0.0","0.026","45.0","28.32","9.1"
"2017-09-28 14:10:00.0","0.0","0.026","46.0","28.02","12.4"
"2017-09-28 14:20:00.0","0.0","0.026","47.0","27.83","10.5"
"2017-09-28 14:30:00.0","0.0","0.026","46.0","27.74","12.0"
"2017-09-28 14:40:00.0","0.0","0.026","46.0","27.95","12.5"
