"Instante lectura","Chuvia","Humidade do solo","Humidade relativa media a 1.5m","Temperatura media a 1.5m","Velocidade do vento a 10m"
"2017-10-03 20:40:00.0","0.0","0.028","90.0","16.19","0.6"
"2017-10-03 20:50:00.0","0.0","0.028","91.0","15.96","0.1"
"2017-10-03 21:00:00.0","0.0","0.028","92.0","15.77","1.8"
"2017-10-03 21:10:00.0","0.0","0.028","93.0","15.93","2.7"
"2017-10-03 21:20:00.0","0.0","0.029","92.0","15.51","0.8"
"2017-10-03 21:30:00.0","0.0","0.028","92.0","15.18","0.6"
"2017-10-03 21:40:00.0","0.0","0.028","94.0","15.31","0.7"
"2017-10-03 21:50:00.0","0.0","0.028","94.0","15.33","1.9"
"2017-10-03 22:00:00.0","0.0","0.028","94.0","14.94","1.3"
"2017-10-03 22:10:00.0","0.0","0.028","94.0","14.67","0.9"
"2017-10-03 22:20:00.0","0.0","0.028","94.0","14.49","0.0"
"2017-10-03 22:30:00.0","0.0","0.028","95.0","14.39","0.0"
"2017-10-03 22:40:00.0","0.0","0.028","95.0","14.24","0.0"
"2017-10-03 22:50:00.0","0.0","0.028","95.0","14.08","0.0"
"2017-10-03 23:00:00.0","0.0","0.028","96.0","14.31","0.8"
"2017-10-03 23:10:00.0","0.0","0.028","95.0","13.82","1.1"
"2017-10-03 23:20:00.0","0.0","0.028","96.0","13.63","1.3"
"2017-10-03 23:30:00.0","0.0","0.028","96.0","13.52","0.0"
"2017-10-03 23:40:00.0","0.0","0.028","96.0","13.59","0.0"
"2017-10-03 23:50:00.0","0.0","0.028","96.0","13.12","1.7"
"2017-10-04 00:00:00.0","0.0","0.028","97.0","13.42","1.9"
"2017-10-04 00:10:00.0","0.0","0.028","96.0","13.19","1.1"
"2017-10-04 00:20:00.0","0.0","0.028","96.0","12.87","0.0"
"2017-10-04 00:30:00.0","0.0","0.028","96.0","12.66","0.0"
"2017-10-04 00:40:00.0","0.0","0.028","97.0","12.52","0.0"
"2017-10-04 00:50:00.0","0.0","0.028","97.0","12.39","0.1"
"2017-10-04 01:00:00.0","0.0","0.028","97.0","12.28","1.4"
"2017-10-04 01:10:00.0","0.0","0.028","97.0","12.37","1.4"
"2017-10-04 01:20:00.0","0.0","0.028","97.0","12.55","1.1"
"2017-10-04 01:30:00.0","0.0","0.028","97.0","12.39","1.1"
"2017-10-04 01:40:00.0","0.0","0.028","97.0","11.85","0.6"
"2017-10-04 01:50:00.0","0.0","0.028","97.0","11.69","0.8"
"2017-10-04 02:00:00.0","0.0","0.028","97.0","11.98","1.1"
"2017-10-04 02:10:00.0","0.0","0.028","97.0","11.72","0.0"
"2017-10-04 02:20:00.0","0.0","0.028","97.0","11.47","0.0"
"2017-10-04 02:30:00.0","0.0","0.028","97.0","11.33","0.0"
"2017-10-04 02:40:00.0","0.0","0.028","97.0","11.16","0.0"
"2017-10-04 02:50:00.0","0.0","0.028","97.0","10.97","0.0"
"2017-10-04 03:00:00.0","0.0","0.028","97.0","10.95","0.7"
"2017-10-04 03:10:00.0","0.0","0.028","98.0","11.19","0.8"
"2017-10-04 03:20:00.0","0.0","0.028","98.0","11.18","0.0"
"2017-10-04 03:30:00.0","0.0","0.028","97.0","10.91","0.0"
"2017-10-04 03:40:00.0","0.0","0.028","98.0","10.84","1.9"
"2017-10-04 03:50:00.0","0.0","0.028","97.0","10.47","0.2"
"2017-10-04 04:00:00.0","0.0","0.028","98.0","10.46","0.3"
"2017-10-04 04:10:00.0","0.0","0.028","98.0","10.72","0.2"
"2017-10-04 04:20:00.0","0.0","0.028","98.0","10.47","0.0"
"2017-10-04 04:30:00.0","0.0","0.028","98.0","10.21","0.0"
"2017-10-04 04:40:00.0","0.0","0.028","98.0","10.2","0.0"
"2017-10-04 04:50:00.0","0.0","0.028","98.0","10.19","0.1"
"2017-10-04 05:00:00.0","0.0","0.028","98.0","10.45","0.0"
"2017-10-04 05:10:00.0","0.0","0.028","98.0","10.62","0.0"
"2017-10-04 05:20:00.0","0.0","0.028","98.0","10.88","1.3"
"2017-10-04 05:30:00.0","0.0","0.028","98.0","11.09","1.9"
"2017-10-04 05:40:00.0","0.0","0.028","98.0","11.21","0.0"
"2017-10-04 05:50:00.0","0.0","0.028","98.0","10.91","0.7"
"2017-10-04 06:00:00.0","0.0","0.028","98.0","10.61","0.0"
"2017-10-04 06:10:00.0","0.0","0.028","98.0","10.41","0.0"
"2017-10-04 06:20:00.0","0.0","0.027","98.0","10.36","0.5"
"2017-10-04 06:30:00.0","0.0","0.027","98.0","10.46","0.2"
"2017-10-04 06:40:00.0","0.0","0.027","98.0","10.49","0.0"
"2017-10-04 06:50:00.0","0.0","0.027","98.0","10.83","0.0"
"2017-10-04 07:00:00.0","0.0","0.027","98.0","11.26","1.5"
"2017-10-04 07:10:00.0","0.0","0.027","98.0","11.53","1.2"
"2017-10-04 07:20:00.0","0.0","0.027","98.0","11.58","0.2"
"2017-10-04 07:30:00.0","0.0","0.027","98.0","11.76","0.6"
"2017-10-04 07:40:00.0","0.0","0.027","98.0","11.79","1.0"
"2017-10-04 07:50:00.0","0.0","0.027","98.0","11.98","0.6"
"2017-10-04 08:00:00.0","0.0","0.027","98.0","12.27","0.1"
"2017-10-04 08:10:00.0","0.0","0.027","98.0","12.54","0.3"
"2017-10-04 08:20:00.0","0.0","0.027","98.0","12.58","0.3"
"2017-10-04 08:30:00.0","0.0","0.027","98.0","12.91","0.0"
"2017-10-04 08:40:00.0","0.0","0.027","98.0","13.21","0.1"
"2017-10-04 08:50:00.0","0.0","0.027","98.0","13.64","0.4"
"2017-10-04 09:00:00.0","0.0","0.027","98.0","13.88","0.3"
"2017-10-04 09:10:00.0","0.0","0.027","98.0","14.57","0.1"
"2017-10-04 09:20:00.0","0.0","0.027","99.0","15.53","0.5"
"2017-10-04 09:30:00.0","0.0","0.027","98.0","16.17","0.8"
"2017-10-04 09:40:00.0","0.0","0.027","96.0","16.86","1.9"
"2017-10-04 09:50:00.0","0.0","0.027","86.0","18.11","2.6"
"2017-10-04 10:00:00.0","0.0","0.027","76.0","19.81","2.0"
"2017-10-04 10:10:00.0","0.0","0.027","72.0","20.67","2.4"
"2017-10-04 10:20:00.0","0.0","0.027","70.0","21.09","3.0"
"2017-10-04 10:30:00.0","0.0","0.027","69.0","21.61","2.1"
"2017-10-04 10:40:00.0","0.0","0.027","66.0","22.32","2.0"
"2017-10-04 10:50:00.0","0.0","0.027","65.0","22.84","2.2"
"2017-10-04 11:00:00.0","0.0","0.027","64.0","23.27","3.0"
"2017-10-04 11:10:00.0","0.0","0.027","62.0","24.1","3.2"
"2017-10-04 11:20:00.0","0.0","0.027","62.0","24.36","4.3"
"2017-10-04 11:30:00.0","0.0","0.027","60.0","24.79","4.6"
"2017-10-04 11:40:00.0","0.0","0.027","59.0","25.3","5.2"
"2017-10-04 11:50:00.0","0.0","0.027","59.0","25.28","3.0"
"2017-10-04 12:00:00.0","0.0","0.027","56.0","26.32","2.7"
"2017-10-04 12:10:00.0","0.0","0.027","55.0","26.51","3.7"
"2017-10-04 12:20:00.0","0.0","0.027","53.0","27.03","5.5"
"2017-10-04 12:30:00.0","0.0","0.027","52.0","26.94","3.3"
"2017-10-04 12:40:00.0","0.0","0.027","50.0","27.6","3.3"
"2017-10-04 12:50:00.0","0.0","0.027","49.0","27.76","3.2"
"2017-10-04 13:00:00.0","0.0","0.027","47.0","28.17","4.3"
"2017-10-04 13:10:00.0","0.0","0.027","46.0","28.48","1.2"
"2017-10-04 13:20:00.0","0.0","0.027","43.0","28.7","5.0"
"2017-10-04 13:30:00.0","0.0","0.027","43.0","28.95","2.5"
"2017-10-04 13:40:00.0","0.0","0.027","42.0","28.94","4.6"
"2017-10-04 13:50:00.0","0.0","0.028","42.0","29.15","5.7"
"2017-10-04 14:00:00.0","0.0","0.028","42.0","29.06","5.2"
"2017-10-04 14:10:00.0","0.0","0.028","43.0","28.97","4.8"
"2017-10-04 14:20:00.0","0.0","0.028","44.0","29.31","8.6"
"2017-10-04 14:30:00.0","0.0","0.028","45.0","29.19","9.7"
"2017-10-04 14:40:00.0","0.0","0.028","45.0","29.08","8.6"
"2017-10-04 14:50:00.0","0.0","0.028","45.0","29.22","9.2"
"2017-10-04 15:00:00.0","0.0","0.028","45.0","29.02","9.5"
"2017-10-04 15:10:00.0","0.0","0.028","45.0","29.17","8.4"
"2017-10-04 15:20:00.0","0.0","0.028","45.0","29.12","8.7"
"2017-10-04 15:30:00.0","0.0","0.028","45.0","28.92","8.8"
"2017-10-04 15:40:00.0","0.0","0.028","44.0","28.93","8.8"
"2017-10-04 15:50:00.0","0.0","0.028","45.0","28.85","9.3"
"2017-10-04 16:00:00.0","0.0","0.028","46.0","28.67","8.3"
"2017-10-04 16:10:00.0","0.0","0.028","47.0","28.37","8.4"
"2017-10-04 16:20:00.0","0.0","0.028","47.0","28.3","7.9"
"2017-10-04 16:30:00.0","0.0","0.028","48.0","28.14","7.4"
"2017-10-04 16:40:00.0","0.0","0.028","49.0","27.82","8.2"
"2017-10-04 16:50:00.0","0.0","0.028","50.0","27.47","7.5"
"2017-10-04 17:00:00.0","0.0","0.028","51.0","27.46","5.8"
"2017-10-04 17:10:00.0","0.0","0.028","51.0","27.24","6.9"
"2017-10-04 17:20:00.0","0.0","0.028","52.0","26.78","6.3"
"2017-10-04 17:30:00.0","0.0","0.028","54.0","26.23","5.6"
"2017-10-04 17:40:00.0","0.0","0.028","54.0","26.08","1.5"
"2017-10-04 17:50:00.0","0.0","0.028","57.0","25.58","2.9"
"2017-10-04 18:00:00.0","0.0","0.028","62.0","23.92","2.1"
"2017-10-04 18:10:00.0","0.0","0.028","67.0","22.61","2.3"
"2017-10-04 18:20:00.0","0.0","0.028","72.0","21.5","2.5"
"2017-10-04 18:30:00.0","0.0","0.028","72.0","21.17","5.4"
"2017-10-04 18:40:00.0","0.0","0.028","72.0","21.28","4.3"
"2017-10-04 18:50:00.0","0.0","0.028","75.0","20.61","2.2"
"2017-10-04 19:00:00.0","0.0","0.028","79.0","19.79","1.8"
"2017-10-04 19:10:00.0","0.0","0.028","82.0","18.98","1.2"
"2017-10-04 19:20:00.0","0.0","0.028","84.0","18.34","1.8"
"2017-10-04 19:30:00.0","0.0","0.028","86.0","17.99","1.5"
"2017-10-04 19:40:00.0","0.0","0.028","86.0","17.81","0.8"
"2017-10-04 19:50:00.0","0.0","0.028","88.0","17.32","0.3"
"2017-10-04 20:00:00.0","0.0","0.028","89.0","17.0","0.9"
"2017-10-04 20:10:00.0","0.0","0.028","90.0","16.6","1.8"
"2017-10-04 20:20:00.0","0.0","0.028","91.0","16.5","0.9"
"2017-10-04 20:30:00.0","0.0","0.028","91.0","16.04","0.0"
"2017-10-04 20:40:00.0","0.0","0.028","92.0","15.63","0.0"
"2017-10-04 20:50:00.0","0.0","0.028","93.0","15.37","0.1"
"2017-10-04 21:00:00.0","0.0","0.028","93.0","15.01","0.5"
"2017-10-04 21:10:00.0","0.0","0.028","94.0","14.93","0.4"
"2017-10-04 21:20:00.0","0.0","0.028","94.0","14.62","0.1"
"2017-10-04 21:30:00.0","0.0","0.028","95.0","14.35","1.6"
"2017-10-04 21:40:00.0","0.0","0.028","96.0","14.58","1.3"
"2017-10-04 21:50:00.0","0.0","0.028","95.0","14.17","0.6"
"2017-10-04 22:00:00.0","0.0","0.028","95.0","13.94","2.3"
"2017-10-04 22:10:00.0","0.0","0.028","96.0","14.07","1.8"
"2017-10-04 22:20:00.0","0.0","0.028","95.0","13.62","0.1"
"2017-10-04 22:30:00.0","0.0","0.028","95.0","13.27","0.0"
"2017-10-04 22:40:00.0","0.0","0.028","96.0","13.05","0.0"
"2017-10-04 22:50:00.0","0.0","0.028","96.0","13.1","0.0"
"2017-10-04 23:00:00.0","0.0","0.028","96.0","12.91","0.4"
"2017-10-04 23:10:00.0","0.0","0.028","96.0","12.53","0.2"
"2017-10-04 23:20:00.0","0.0","0.028","96.0","12.48","0.5"
"2017-10-04 23:30:00.0","0.0","0.028","97.0","12.7","0.6"
"2017-10-04 23:40:00.0","0.0","0.028","96.0","12.04","0.0"
"2017-10-04 23:50:00.0","0.0","0.028","97.0","12.06","0.0"
"2017-10-05 00:00:00.0","0.0","0.028","97.0","11.92","0.0"
"2017-10-05 00:10:00.0","0.0","0.028","97.0","11.67","0.3"
"2017-10-05 00:20:00.0","0.0","0.028","97.0","11.44","1.2"
"2017-10-05 00:30:00.0","0.0","0.028","97.0","11.56","1.4"
"2017-10-05 00:40:00.0","0.0","0.028","97.0","11.79","0.8"
"2017-10-05 00:50:00.0","0.0","0.028","97.0","11.26","0.1"
"2017-10-05 01:00:00.0","0.0","0.028","97.0","11.12","0.1"
"2017-10-05 01:10:00.0","0.0","0.028","97.0","10.89","0.1"
"2017-10-05 01:20:00.0","0.0","0.028","97.0","10.79","0.7"
"2017-10-05 01:30:00.0","0.0","0.028","97.0","10.76","0.5"
"2017-10-05 01:40:00.0","0.0","0.028","97.0","10.65","0.0"
"2017-10-05 01:50:00.0","0.0","0.028","97.0","10.61","0.0"
"2017-10-05 02:00:00.0","0.0","0.028","97.0","10.61","0.0"
"2017-10-05 02:10:00.0","0.0","0.028","97.0","10.34","1.6"
"2017-10-05 02:20:00.0","0.0","0.028","98.0","10.45","1.8"
"2017-10-05 02:30:00.0","0.0","0.028","98.0","10.63","0.2"
"2017-10-05 02:40:00.0","0.0","0.028","98.0","10.92","0.0"
"2017-10-05 02:50:00.0","0.0","0.028","98.0","11.08","0.0"
"2017-10-05 03:00:00.0","0.0","0.028","98.0","10.97","0.9"
"2017-10-05 03:10:00.0","0.0","0.028","98.0","11.08","1.1"
"2017-10-05 03:20:00.0","0.0","0.028","98.0","11.42","0.4"
"2017-10-05 03:30:00.0","0.0","0.028","98.0","11.8","1.8"
"2017-10-05 03:40:00.0","0.0","0.028","98.0","11.92","0.9"
"2017-10-05 03:50:00.0","0.0","0.028","98.0","11.96","1.3"
"2017-10-05 04:00:00.0","0.2","0.028","98.0","11.91","2.3"
"2017-10-05 04:10:00.0","0.0","0.028","98.0","11.89","1.4"
"2017-10-05 04:20:00.0","0.0","0.028","98.0","11.79","0.1"
"2017-10-05 04:30:00.0","0.0","0.028","98.0","11.61","0.0"
"2017-10-05 04:40:00.0","0.0","0.028","98.0","11.67","0.0"
"2017-10-05 04:50:00.0","0.0","0.028","98.0","11.78","0.2"
"2017-10-05 05:00:00.0","0.0","0.028","98.0","11.81","1.2"
"2017-10-05 05:10:00.0","0.0","0.028","98.0","11.82","1.4"
"2017-10-05 05:20:00.0","0.0","0.028","98.0","11.8","1.5"
"2017-10-05 05:30:00.0","0.0","0.028","98.0","11.76","2.7"
"2017-10-05 05:40:00.0","0.0","0.028","98.0","11.76","1.3"
"2017-10-05 05:50:00.0","0.0","0.028","98.0","11.82","0.3"
"2017-10-05 06:00:00.0","0.0","0.028","98.0","11.83","2.6"
"2017-10-05 06:10:00.0","0.0","0.027","98.0","11.81","3.4"
"2017-10-05 06:20:00.0","0.0","0.028","98.0","11.74","2.8"
"2017-10-05 06:30:00.0","0.0","0.028","98.0","11.7","2.6"
"2017-10-05 06:40:00.0","0.0","0.028","98.0","11.59","2.1"
"2017-10-05 06:50:00.0","0.0","0.027","98.0","11.61","2.4"
"2017-10-05 07:00:00.0","0.0","0.028","98.0","11.63","2.4"
"2017-10-05 07:10:00.0","0.0","0.028","98.0","11.7","3.3"
"2017-10-05 07:20:00.0","0.0","0.028","98.0","11.74","2.8"
"2017-10-05 07:30:00.0","0.0","0.027","98.0","11.75","2.4"
"2017-10-05 07:40:00.0","0.0","0.027","98.0","11.81","1.8"
"2017-10-05 07:50:00.0","0.0","0.027","98.0","11.98","0.3"
"2017-10-05 08:00:00.0","0.0","0.027","98.0","12.01","0.6"
"2017-10-05 08:10:00.0","0.0","0.027","98.0","12.13","3.0"
"2017-10-05 08:20:00.0","0.0","0.027","98.0","12.18","2.6"
"2017-10-05 08:30:00.0","0.0","0.027","98.0","12.24","1.9"
"2017-10-05 08:40:00.0","0.0","0.027","98.0","12.28","4.5"
"2017-10-05 08:50:00.0","0.0","0.027","98.0","12.27","4.5"
"2017-10-05 09:00:00.0","0.0","0.027","98.0","12.58","2.4"
"2017-10-05 09:10:00.0","0.0","0.027","98.0","12.82","2.0"
"2017-10-05 09:20:00.0","0.0","0.027","98.0","12.94","0.7"
"2017-10-05 09:30:00.0","0.0","0.027","98.0","13.19","1.6"
"2017-10-05 09:40:00.0","0.0","0.027","98.0","13.37","2.0"
"2017-10-05 09:50:00.0","0.0","0.027","98.0","13.49","2.2"
"2017-10-05 10:00:00.0","0.0","0.027","98.0","13.64","1.9"
"2017-10-05 10:10:00.0","0.0","0.027","98.0","13.91","1.3"
"2017-10-05 10:20:00.0","0.0","0.027","97.0","14.59","3.1"
"2017-10-05 10:30:00.0","0.0","0.027","91.0","15.84","1.4"
"2017-10-05 10:40:00.0","0.0","0.027","82.0","17.36","2.2"
"2017-10-05 10:50:00.0","0.0","0.027","76.0","18.78","2.0"
"2017-10-05 11:00:00.0","0.0","0.027","72.0","19.65","2.7"
"2017-10-05 11:10:00.0","0.0","0.027","69.0","20.49","2.2"
"2017-10-05 11:20:00.0","0.0","0.027","67.0","21.2","3.1"
"2017-10-05 11:30:00.0","0.0","0.027","64.0","22.11","3.6"
"2017-10-05 11:40:00.0","0.0","0.027","63.0","22.56","4.6"
"2017-10-05 11:50:00.0","0.0","0.027","64.0","22.43","5.2"
"2017-10-05 12:00:00.0","0.0","0.027","63.0","22.81","2.6"
"2017-10-05 12:10:00.0","0.0","0.027","62.0","23.41","4.2"
"2017-10-05 12:20:00.0","0.0","0.027","61.0","23.5","3.5"
"2017-10-05 12:30:00.0","0.0","0.027","60.0","24.02","3.9"
"2017-10-05 12:40:00.0","0.0","0.027","58.0","24.45","6.6"
"2017-10-05 12:50:00.0","0.0","0.027","58.0","24.75","5.0"
"2017-10-05 13:00:00.0","0.0","0.027","56.0","25.05","4.0"
"2017-10-05 13:10:00.0","0.0","0.027","55.0","25.28","4.6"
"2017-10-05 13:20:00.0","0.0","0.027","55.0","25.57","5.3"
"2017-10-05 13:30:00.0","0.0","0.027","55.0","25.69","4.9"
"2017-10-05 13:40:00.0","0.0","0.027","51.0","26.55","4.3"
"2017-10-05 13:50:00.0","0.0","0.027","53.0","26.26","6.4"
"2017-10-05 14:00:00.0","0.0","0.027","54.0","26.66","8.4"
"2017-10-05 14:10:00.0","0.0","0.027","53.0","26.64","6.6"
"2017-10-05 14:20:00.0","0.0","0.027","53.0","26.71","8.8"
"2017-10-05 14:30:00.0","0.0","0.027","52.0","27.26","7.4"
"2017-10-05 14:40:00.0","0.0","0.027","53.0","26.95","8.0"
"2017-10-05 14:50:00.0","0.0","0.027","52.0","27.23","7.2"
"2017-10-05 15:00:00.0","0.0","0.027","51.0","27.79","6.2"
"2017-10-05 15:10:00.0","0.0","0.027","50.0","27.82","5.9"
"2017-10-05 15:20:00.0","0.0","0.028","49.0","28.09","4.0"
"2017-10-05 15:30:00.0","0.0","0.028","49.0","28.14","5.1"
"2017-10-05 15:40:00.0","0.0","0.028","50.0","27.92","6.8"
"2017-10-05 15:50:00.0","0.0","0.028","50.0","27.61","7.3"
"2017-10-05 16:00:00.0","0.0","0.028","50.0","27.77","5.1"
"2017-10-05 16:10:00.0","0.0","0.028","49.0","28.19","5.3"
"2017-10-05 16:20:00.0","0.0","0.028","51.0","27.57","5.8"
"2017-10-05 16:30:00.0","0.0","0.028","51.0","27.34","5.7"
"2017-10-05 16:40:00.0","0.0","0.028","51.0","27.76","2.1"
"2017-10-05 16:50:00.0","0.0","0.028","51.0","27.46","3.2"
"2017-10-05 17:00:00.0","0.0","0.028","52.0","27.18","0.8"
"2017-10-05 17:10:00.0","0.0","0.028","52.0","27.36","1.7"
"2017-10-05 17:20:00.0","0.0","0.028","56.0","26.39","3.2"
"2017-10-05 17:30:00.0","0.0","0.028","59.0","25.54","3.7"
"2017-10-05 17:40:00.0","0.0","0.028","60.0","25.46","2.1"
"2017-10-05 17:50:00.0","0.0","0.028","63.0","24.5","1.4"
"2017-10-05 18:00:00.0","0.0","0.028","70.0","22.99","0.6"
"2017-10-05 18:10:00.0","0.0","0.028","74.0","21.82","1.0"
"2017-10-05 18:20:00.0","0.0","0.028","79.0","20.75","1.4"
"2017-10-05 18:30:00.0","0.0","0.028","81.0","20.19","1.2"
"2017-10-05 18:40:00.0","0.0","0.028","84.0","19.57","1.1"
"2017-10-05 18:50:00.0","0.0","0.028","85.0","19.22","1.0"
"2017-10-05 19:00:00.0","0.0","0.028","87.0","18.73","2.0"
"2017-10-05 19:10:00.0","0.0","0.028","88.0","18.43","1.8"
"2017-10-05 19:20:00.0","0.0","0.028","88.0","18.21","2.2"
"2017-10-05 19:30:00.0","0.0","0.028","89.0","17.84","1.5"
"2017-10-05 19:40:00.0","0.0","0.028","90.0","17.35","2.8"
"2017-10-05 19:50:00.0","0.0","0.028","91.0","17.17","2.2"
"2017-10-05 20:00:00.0","0.0","0.028","91.0","16.84","0.6"
"2017-10-05 20:10:00.0","0.0","0.028","92.0","16.52","0.9"
"2017-10-05 20:20:00.0","0.0","0.028","92.0","16.26","0.5"
"2017-10-05 20:30:00.0","0.0","0.028","93.0","15.89","1.6"
"2017-10-05 20:40:00.0","0.0","0.028","94.0","15.99","2.3"
"2017-10-05 20:50:00.0","0.0","0.028","94.0","15.66","2.1"
"2017-10-05 21:00:00.0","0.0","0.028","94.0","15.65","1.2"
"2017-10-05 21:10:00.0","0.0","0.028","94.0","15.31","0.0"
"2017-10-05 21:20:00.0","0.0","0.028","94.0","14.92","0.0"
"2017-10-05 21:30:00.0","0.0","0.028","95.0","14.65","0.1"
"2017-10-05 21:40:00.0","0.0","0.028","96.0","14.72","1.2"
"2017-10-05 21:50:00.0","0.0","0.028","95.0","14.37","0.7"
"2017-10-05 22:00:00.0","0.0","0.028","96.0","14.32","1.9"
"2017-10-05 22:10:00.0","0.0","0.028","96.0","14.43","0.9"
"2017-10-05 22:20:00.0","0.0","0.028","96.0","14.0","0.0"
"2017-10-05 22:30:00.0","0.0","0.028","96.0","13.65","1.7"
"2017-10-05 22:40:00.0","0.0","0.028","96.0","13.33","1.1"
"2017-10-05 22:50:00.0","0.0","0.028","96.0","13.59","2.2"
"2017-10-05 23:00:00.0","0.0","0.028","96.0","13.35","1.3"
"2017-10-05 23:10:00.0","0.0","0.028","96.0","13.29","1.2"
"2017-10-05 23:20:00.0","0.0","0.028","96.0","12.81","1.3"
"2017-10-05 23:30:00.0","0.0","0.028","96.0","12.37","1.8"
"2017-10-05 23:40:00.0","0.0","0.028","97.0","12.75","0.5"
"2017-10-05 23:50:00.0","0.0","0.028","97.0","12.76","0.9"
"2017-10-06 00:00:00.0","0.0","0.028","97.0","12.5","0.9"
"2017-10-06 00:10:00.0","0.0","0.028","97.0","12.37","0.8"
"2017-10-06 00:20:00.0","0.0","0.028","97.0","11.85","2.1"
"2017-10-06 00:30:00.0","0.0","0.028","97.0","12.04","1.0"
"2017-10-06 00:40:00.0","0.0","0.028","97.0","11.61","0.0"
"2017-10-06 00:50:00.0","0.0","0.028","97.0","11.58","0.5"
"2017-10-06 01:00:00.0","0.0","0.028","97.0","11.33","1.5"
"2017-10-06 01:10:00.0","0.0","0.028","98.0","11.68","2.8"
"2017-10-06 01:20:00.0","0.0","0.028","98.0","11.95","2.1"
"2017-10-06 01:30:00.0","0.0","0.028","98.0","12.12","0.7"
"2017-10-06 01:40:00.0","0.0","0.028","98.0","12.02","0.9"
"2017-10-06 01:50:00.0","0.0","0.028","98.0","12.06","0.5"
"2017-10-06 02:00:00.0","0.0","0.028","98.0","11.77","0.8"
"2017-10-06 02:10:00.0","0.0","0.028","97.0","11.35","0.1"
"2017-10-06 02:20:00.0","0.0","0.028","98.0","11.33","0.0"
"2017-10-06 02:30:00.0","0.0","0.028","98.0","11.37","1.0"
"2017-10-06 02:40:00.0","0.0","0.028","98.0","11.45","0.2"
"2017-10-06 02:50:00.0","0.0","0.028","98.0","11.18","0.1"
"2017-10-06 03:00:00.0","0.0","0.028","98.0","11.42","0.4"
"2017-10-06 03:10:00.0","0.0","0.028","98.0","11.29","0.0"
"2017-10-06 03:20:00.0","0.0","0.028","98.0","11.35","0.0"
"2017-10-06 03:30:00.0","0.0","0.028","98.0","11.45","0.1"
"2017-10-06 03:40:00.0","0.0","0.028","98.0","11.24","0.4"
"2017-10-06 03:50:00.0","0.0","0.028","98.0","10.93","0.0"
"2017-10-06 04:00:00.0","0.0","0.028","98.0","11.01","1.5"
"2017-10-06 04:10:00.0","0.0","0.028","98.0","11.13","1.6"
"2017-10-06 04:20:00.0","0.2","0.027","98.0","10.96","1.7"
"2017-10-06 04:30:00.0","0.0","0.027","98.0","10.63","0.0"
"2017-10-06 04:40:00.0","0.0","0.027","98.0","10.45","0.4"
"2017-10-06 04:50:00.0","0.0","0.027","98.0","10.43","0.9"
"2017-10-06 05:00:00.0","0.0","0.027","98.0","10.53","0.4"
"2017-10-06 05:10:00.0","0.0","0.027","98.0","10.65","1.9"
"2017-10-06 05:20:00.0","0.0","0.027","98.0","10.62","0.6"
"2017-10-06 05:30:00.0","0.0","0.027","98.0","10.37","0.8"
"2017-10-06 05:40:00.0","0.0","0.027","98.0","10.17","0.3"
"2017-10-06 05:50:00.0","0.0","0.027","98.0","9.87","0.0"
"2017-10-06 06:00:00.0","0.0","0.027","98.0","9.86","0.0"
"2017-10-06 06:10:00.0","0.0","0.027","98.0","10.21","0.0"
"2017-10-06 06:20:00.0","0.0","0.027","98.0","10.32","0.6"
"2017-10-06 06:30:00.0","0.0","0.027","98.0","10.21","1.0"
"2017-10-06 06:40:00.0","0.0","0.027","98.0","10.08","1.5"
"2017-10-06 06:50:00.0","0.0","0.027","98.0","10.0","0.0"
"2017-10-06 07:00:00.0","0.0","0.027","98.0","10.09","0.0"
"2017-10-06 07:10:00.0","0.0","0.027","98.0","10.24","0.0"
"2017-10-06 07:20:00.0","0.0","0.027","98.0","10.53","0.1"
"2017-10-06 07:30:00.0","0.0","0.027","98.0","10.74","0.8"
"2017-10-06 07:40:00.0","0.0","0.027","98.0","10.79","0.9"
"2017-10-06 07:50:00.0","0.0","0.027","98.0","10.99","0.1"
"2017-10-06 08:00:00.0","0.0","0.027","98.0","11.24","0.2"
"2017-10-06 08:10:00.0","0.0","0.027","98.0","11.53","0.4"
"2017-10-06 08:20:00.0","0.0","0.027","98.0","11.92","1.3"
"2017-10-06 08:30:00.0","0.0","0.027","98.0","12.34","0.6"
"2017-10-06 08:40:00.0","0.0","0.027","98.0","13.01","0.7"
"2017-10-06 08:50:00.0","0.0","0.027","98.0","13.41","1.6"
"2017-10-06 09:00:00.0","0.0","0.027","98.0","13.83","1.7"
"2017-10-06 09:10:00.0","0.0","0.027","97.0","14.62","1.3"
"2017-10-06 09:20:00.0","0.0","0.027","93.0","15.27","3.2"
"2017-10-06 09:30:00.0","0.0","0.027","86.0","16.51","1.6"
"2017-10-06 09:40:00.0","0.0","0.027","78.0","18.18","2.4"
"2017-10-06 09:50:00.0","0.0","0.027","73.0","19.64","1.7"
"2017-10-06 10:00:00.0","0.0","0.027","71.0","20.42","2.3"
"2017-10-06 10:10:00.0","0.0","0.027","70.0","20.83","1.5"
"2017-10-06 10:20:00.0","0.0","0.027","67.0","21.86","2.8"
"2017-10-06 10:30:00.0","0.0","0.027","64.0","22.61","3.4"
"2017-10-06 10:40:00.0","0.0","0.027","62.0","22.79","3.5"
"2017-10-06 10:50:00.0","0.0","0.027","62.0","23.44","2.1"
"2017-10-06 11:00:00.0","0.0","0.027","59.0","24.34","2.4"
"2017-10-06 11:10:00.0","0.0","0.027","57.0","24.63","2.1"
